,l3=15mm,l3=17mm,l3=19mm,,,l3=15mm,l3=17mm,l3=19mm,l3=15mm,l3=17mm,l3=19mm
Frequency,ang,ang,ang,,Frequency,GD,GD,GD,GD(ns),GD(ns),GD(ns)
4.9,82.85154402,75.32464603,68.0520089,,4.9,2.11E-10,2.06E-10,1.77E-10,0.211072907,0.206354672,0.176866005
4.92,81.33195256,73.84404197,66.78574583,,4.92,2.11E-10,2.05E-10,1.75E-10,0.211012869,0.204910707,0.174891152
4.94,79.8129587,72.37393184,65.53357631,,4.94,2.11E-10,2.03E-10,1.73E-10,0.210907241,0.203441614,0.17295189
4.96,78.29488829,70.91448273,64.29523861,,4.96,2.11E-10,2.02E-10,1.71E-10,0.210756754,0.201951195,0.17104964
4.98,76.77806144,69.46583464,63.07046149,,4.98,2.11E-10,2.00E-10,1.69E-10,0.210562275,0.200443156,0.169185632
5,75.26279152,68.02810128,61.85896551,,5,2.10E-10,2.00E-10,1.68E-10,0.210454155,0.199685189,0.168263331
1,--,--,--,,1,--,--,--,--,--,--
1.02,--,--,--,,1.02,--,--,--,--,--,--
1.04,--,--,--,,1.04,--,--,--,--,--,--
1.06,--,--,--,,1.06,--,--,--,--,--,--
1.08,--,--,--,,1.08,--,--,--,--,--,--
1.1,--,--,--,,1.1,--,--,--,--,--,--
1.12,--,--,--,,1.12,--,--,--,--,--,--
1.14,--,--,--,,1.14,--,--,--,--,--,--
1.16,--,--,--,,1.16,--,--,--,--,--,--
1.18,--,--,--,,1.18,--,--,--,--,--,--
1.2,--,--,--,,1.2,--,--,--,--,--,--
1.22,--,--,--,,1.22,--,--,--,--,--,--
1.24,--,--,--,,1.24,--,--,--,--,--,--
1.26,--,--,--,,1.26,--,--,--,--,--,--
1.28,--,--,--,,1.28,--,--,--,--,--,--
1.3,--,--,--,,1.3,--,--,--,--,--,--
1.32,--,--,--,,1.32,--,--,--,--,--,--
1.34,--,--,--,,1.34,--,--,--,--,--,--
1.36,--,--,--,,1.36,--,--,--,--,--,--
1.38,--,--,--,,1.38,--,--,--,--,--,--
1.4,--,--,--,,1.4,--,--,--,--,--,--
1.42,--,--,--,,1.42,--,--,--,--,--,--
1.44,--,--,--,,1.44,--,--,--,--,--,--
1.46,--,--,--,,1.46,--,--,--,--,--,--
1.48,--,--,--,,1.48,--,--,--,--,--,--
1.5,--,--,--,,1.5,--,--,--,--,--,--
1.52,--,--,--,,1.52,--,--,--,--,--,--
1.54,--,--,--,,1.54,--,--,--,--,--,--
1.56,--,--,--,,1.56,--,--,--,--,--,--
1.58,--,--,--,,1.58,--,--,--,--,--,--
1.6,--,--,--,,1.6,--,--,--,--,--,--
1.62,--,--,--,,1.62,--,--,--,--,--,--
1.64,--,--,--,,1.64,--,--,--,--,--,--
1.66,--,--,--,,1.66,--,--,--,--,--,--
1.68,--,--,--,,1.68,--,--,--,--,--,--
1.7,--,--,--,,1.7,--,--,--,--,--,--
1.72,--,--,--,,1.72,--,--,--,--,--,--
1.74,--,--,--,,1.74,--,--,--,--,--,--
1.76,--,--,--,,1.76,--,--,--,--,--,--
1.78,--,--,--,,1.78,--,--,--,--,--,--
1.8,--,--,--,,1.8,--,--,--,--,--,--
1.82,--,--,--,,1.82,--,--,--,--,--,--
1.84,--,--,--,,1.84,--,--,--,--,--,--
1.86,--,--,--,,1.86,--,--,--,--,--,--
1.88,--,--,--,,1.88,--,--,--,--,--,--
1.9,--,--,--,,1.9,--,--,--,--,--,--
1.92,--,--,--,,1.92,--,--,--,--,--,--
1.94,--,--,--,,1.94,--,--,--,--,--,--
1.96,--,--,--,,1.96,--,--,--,--,--,--
1.98,--,--,--,,1.98,--,--,--,--,--,--
2,--,--,--,,2,--,--,--,--,--,--
2.02,--,--,--,,2.02,--,--,--,--,--,--
2.04,--,--,--,,2.04,--,--,--,--,--,--
2.06,--,--,--,,2.06,--,--,--,--,--,--
2.08,--,--,--,,2.08,--,--,--,--,--,--
2.1,--,--,--,,2.1,--,--,--,--,--,--
2.12,--,--,--,,2.12,--,--,--,--,--,--
2.14,--,--,--,,2.14,--,--,--,--,--,--
2.16,--,--,--,,2.16,--,--,--,--,--,--
2.18,--,--,--,,2.18,--,--,--,--,--,--
2.2,--,--,--,,2.2,--,--,--,--,--,--
2.22,--,--,--,,2.22,--,--,--,--,--,--
2.24,--,--,--,,2.24,--,--,--,--,--,--
2.26,--,--,--,,2.26,--,--,--,--,--,--
2.28,--,--,--,,2.28,--,--,--,--,--,--
2.3,--,--,--,,2.3,--,--,--,--,--,--
2.32,--,--,--,,2.32,--,--,--,--,--,--
2.34,--,--,--,,2.34,--,--,--,--,--,--
2.36,--,--,--,,2.36,--,--,--,--,--,--
2.38,--,--,--,,2.38,--,--,--,--,--,--
2.4,--,--,--,,2.4,--,--,--,--,--,--
2.42,--,--,--,,2.42,--,--,--,--,--,--
2.44,--,--,--,,2.44,--,--,--,--,--,--
2.46,--,--,--,,2.46,--,--,--,--,--,--
2.48,--,--,--,,2.48,--,--,--,--,--,--
2.5,--,--,--,,2.5,--,--,--,--,--,--
2.52,--,--,--,,2.52,--,--,--,--,--,--
2.54,--,--,--,,2.54,--,--,--,--,--,--
2.56,--,--,--,,2.56,--,--,--,--,--,--
2.58,--,--,--,,2.58,--,--,--,--,--,--
2.6,--,--,--,,2.6,--,--,--,--,--,--
2.62,--,--,--,,2.62,--,--,--,--,--,--
2.64,--,--,--,,2.64,--,--,--,--,--,--
2.66,--,--,--,,2.66,--,--,--,--,--,--
2.68,--,--,--,,2.68,--,--,--,--,--,--
2.7,--,--,--,,2.7,--,--,--,--,--,--
2.72,--,--,--,,2.72,--,--,--,--,--,--
2.74,--,--,--,,2.74,--,--,--,--,--,--
2.76,--,--,--,,2.76,--,--,--,--,--,--
2.78,--,--,--,,2.78,--,--,--,--,--,--
2.8,--,--,--,,2.8,--,--,--,--,--,--
2.82,--,--,--,,2.82,--,--,--,--,--,--
2.84,--,--,--,,2.84,--,--,--,--,--,--
2.86,--,--,--,,2.86,--,--,--,--,--,--
2.88,--,--,--,,2.88,--,--,--,--,--,--
2.9,--,--,--,,2.9,--,--,--,--,--,--
2.92,--,--,--,,2.92,--,--,--,--,--,--
2.94,--,--,--,,2.94,--,--,--,--,--,--
2.96,--,--,--,,2.96,--,--,--,--,--,--
2.98,--,--,--,,2.98,--,--,--,--,--,--
3,--,--,--,,3,--,--,--,--,--,--
3.02,--,--,--,,3.02,--,--,--,--,--,--
3.04,--,--,--,,3.04,--,--,--,--,--,--
3.06,--,--,--,,3.06,--,--,--,--,--,--
3.08,--,--,--,,3.08,--,--,--,--,--,--
3.1,--,--,--,,3.1,--,--,--,--,--,--
3.12,--,--,--,,3.12,--,--,--,--,--,--
3.14,--,--,--,,3.14,--,--,--,--,--,--
3.16,--,--,--,,3.16,--,--,--,--,--,--
3.18,--,--,--,,3.18,--,--,--,--,--,--
3.2,--,--,--,,3.2,--,--,--,--,--,--
3.22,--,--,--,,3.22,--,--,--,--,--,--
3.24,--,--,--,,3.24,--,--,--,--,--,--
3.26,--,--,--,,3.26,--,--,--,--,--,--
3.28,--,--,--,,3.28,--,--,--,--,--,--
3.3,--,--,--,,3.3,--,--,--,--,--,--
3.32,--,--,--,,3.32,--,--,--,--,--,--
3.34,--,--,--,,3.34,--,--,--,--,--,--
3.36,--,--,--,,3.36,--,--,--,--,--,--
3.38,--,--,--,,3.38,--,--,--,--,--,--
3.4,--,--,--,,3.4,--,--,--,--,--,--
3.42,--,--,--,,3.42,--,--,--,--,--,--
3.44,--,--,--,,3.44,--,--,--,--,--,--
3.46,--,--,--,,3.46,--,--,--,--,--,--
3.48,--,--,--,,3.48,--,--,--,--,--,--
3.5,--,--,--,,3.5,--,--,--,--,--,--
3.52,--,--,--,,3.52,--,--,--,--,--,--
3.54,--,--,--,,3.54,--,--,--,--,--,--
3.56,--,--,--,,3.56,--,--,--,--,--,--
3.58,--,--,--,,3.58,--,--,--,--,--,--
3.6,--,--,--,,3.6,--,--,--,--,--,--
3.62,--,--,--,,3.62,--,--,--,--,--,--
3.64,--,--,--,,3.64,--,--,--,--,--,--
3.66,--,--,--,,3.66,--,--,--,--,--,--
3.68,--,--,--,,3.68,--,--,--,--,--,--
3.7,--,--,--,,3.7,--,--,--,--,--,--
3.72,--,--,--,,3.72,--,--,--,--,--,--
3.74,--,--,--,,3.74,--,--,--,--,--,--
3.76,--,--,--,,3.76,--,--,--,--,--,--
3.78,--,--,--,,3.78,--,--,--,--,--,--
3.8,--,--,--,,3.8,--,--,--,--,--,--
3.82,--,--,--,,3.82,--,--,--,--,--,--
3.84,--,--,--,,3.84,--,--,--,--,--,--
3.86,--,--,--,,3.86,--,--,--,--,--,--
3.88,--,--,--,,3.88,--,--,--,--,--,--
3.9,--,--,--,,3.9,--,--,--,--,--,--
3.92,--,--,--,,3.92,--,--,--,--,--,--
3.94,--,--,--,,3.94,--,--,--,--,--,--
3.96,--,--,--,,3.96,--,--,--,--,--,--
3.98,--,--,--,,3.98,--,--,--,--,--,--
4,--,--,--,,4,--,--,--,--,--,--
4.02,--,--,--,,4.02,--,--,--,--,--,--
4.04,--,--,--,,4.04,--,--,--,--,--,--
4.06,--,--,--,,4.06,--,--,--,--,--,--
4.08,--,--,--,,4.08,--,--,--,--,--,--
4.1,--,--,--,,4.1,--,--,--,--,--,--
4.12,--,--,--,,4.12,--,--,--,--,--,--
4.14,--,--,--,,4.14,--,--,--,--,--,--
4.16,--,--,--,,4.16,--,--,--,--,--,--
4.18,--,--,--,,4.18,--,--,--,--,--,--
4.2,--,--,--,,4.2,--,--,--,--,--,--
4.22,--,--,--,,4.22,--,--,--,--,--,--
4.24,--,--,--,,4.24,--,--,--,--,--,--
4.26,--,--,--,,4.26,--,--,--,--,--,--
4.28,--,--,--,,4.28,--,--,--,--,--,--
4.3,--,--,--,,4.3,--,--,--,--,--,--
4.32,--,--,--,,4.32,--,--,--,--,--,--
4.34,--,--,--,,4.34,--,--,--,--,--,--
4.36,--,--,--,,4.36,--,--,--,--,--,--
4.38,--,--,--,,4.38,--,--,--,--,--,--
4.4,--,--,--,,4.4,--,--,--,--,--,--
4.42,--,--,--,,4.42,--,--,--,--,--,--
4.44,--,--,--,,4.44,--,--,--,--,--,--
4.46,--,--,--,,4.46,--,--,--,--,--,--
4.48,--,--,--,,4.48,--,--,--,--,--,--
4.5,--,--,--,,4.5,--,--,--,--,--,--
4.52,--,--,--,,4.52,--,--,--,--,--,--
4.54,--,--,--,,4.54,--,--,--,--,--,--
4.56,--,--,--,,4.56,--,--,--,--,--,--
4.58,--,--,--,,4.58,--,--,--,--,--,--
4.6,--,--,--,,4.6,--,--,--,--,--,--
4.62,--,--,--,,4.62,--,--,--,--,--,--
4.64,--,--,--,,4.64,--,--,--,--,--,--
4.66,--,--,--,,4.66,--,--,--,--,--,--
4.68,--,--,--,,4.68,--,--,--,--,--,--
4.7,--,--,--,,4.7,--,--,--,--,--,--
4.72,--,--,--,,4.72,--,--,--,--,--,--
4.74,--,--,--,,4.74,--,--,--,--,--,--
4.76,--,--,--,,4.76,--,--,--,--,--,--
4.78,--,--,--,,4.78,--,--,--,--,--,--
4.8,--,--,--,,4.8,--,--,--,--,--,--
4.82,--,--,--,,4.82,--,--,--,--,--,--
4.84,--,--,--,,4.84,--,--,--,--,--,--
4.86,--,--,--,,4.86,--,--,--,--,--,--
4.88,--,--,--,,4.88,--,--,--,--,--,--
4.9,--,--,--,,4.9,--,--,--,--,--,--
4.92,--,--,--,,4.92,--,--,--,--,--,--
4.94,--,--,--,,4.94,--,--,--,--,--,--
4.96,--,--,--,,4.96,--,--,--,--,--,--
4.98,--,--,--,,4.98,--,--,--,--,--,--
5,--,--,--,,5,--,--,--,--,--,--
1,--,--,--,,1,--,--,--,--,--,--
1.02,--,--,--,,1.02,--,--,--,--,--,--
1.04,--,--,--,,1.04,--,--,--,--,--,--
1.06,--,--,--,,1.06,--,--,--,--,--,--
1.08,--,--,--,,1.08,--,--,--,--,--,--
1.1,--,--,--,,1.1,--,--,--,--,--,--
1.12,--,--,--,,1.12,--,--,--,--,--,--
1.14,--,--,--,,1.14,--,--,--,--,--,--
1.16,--,--,--,,1.16,--,--,--,--,--,--
1.18,--,--,--,,1.18,--,--,--,--,--,--
1.2,--,--,--,,1.2,--,--,--,--,--,--
1.22,--,--,--,,1.22,--,--,--,--,--,--
1.24,--,--,--,,1.24,--,--,--,--,--,--
1.26,--,--,--,,1.26,--,--,--,--,--,--
1.28,--,--,--,,1.28,--,--,--,--,--,--
1.3,--,--,--,,1.3,--,--,--,--,--,--
1.32,--,--,--,,1.32,--,--,--,--,--,--
1.34,--,--,--,,1.34,--,--,--,--,--,--
1.36,--,--,--,,1.36,--,--,--,--,--,--
1.38,--,--,--,,1.38,--,--,--,--,--,--
1.4,--,--,--,,1.4,--,--,--,--,--,--
1.42,--,--,--,,1.42,--,--,--,--,--,--
1.44,--,--,--,,1.44,--,--,--,--,--,--
1.46,--,--,--,,1.46,--,--,--,--,--,--
1.48,--,--,--,,1.48,--,--,--,--,--,--
1.5,--,--,--,,1.5,--,--,--,--,--,--
1.52,--,--,--,,1.52,--,--,--,--,--,--
1.54,--,--,--,,1.54,--,--,--,--,--,--
1.56,--,--,--,,1.56,--,--,--,--,--,--
1.58,--,--,--,,1.58,--,--,--,--,--,--
1.6,--,--,--,,1.6,--,--,--,--,--,--
1.62,--,--,--,,1.62,--,--,--,--,--,--
1.64,--,--,--,,1.64,--,--,--,--,--,--
1.66,--,--,--,,1.66,--,--,--,--,--,--
1.68,--,--,--,,1.68,--,--,--,--,--,--
1.7,--,--,--,,1.7,--,--,--,--,--,--
1.72,--,--,--,,1.72,--,--,--,--,--,--
1.74,--,--,--,,1.74,--,--,--,--,--,--
1.76,--,--,--,,1.76,--,--,--,--,--,--
1.78,--,--,--,,1.78,--,--,--,--,--,--
1.8,--,--,--,,1.8,--,--,--,--,--,--
1.82,--,--,--,,1.82,--,--,--,--,--,--
1.84,--,--,--,,1.84,--,--,--,--,--,--
1.86,--,--,--,,1.86,--,--,--,--,--,--
1.88,--,--,--,,1.88,--,--,--,--,--,--
1.9,--,--,--,,1.9,--,--,--,--,--,--
1.92,--,--,--,,1.92,--,--,--,--,--,--
1.94,--,--,--,,1.94,--,--,--,--,--,--
1.96,--,--,--,,1.96,--,--,--,--,--,--
1.98,--,--,--,,1.98,--,--,--,--,--,--
2,--,--,--,,2,--,--,--,--,--,--
2.02,--,--,--,,2.02,--,--,--,--,--,--
2.04,--,--,--,,2.04,--,--,--,--,--,--
2.06,--,--,--,,2.06,--,--,--,--,--,--
2.08,--,--,--,,2.08,--,--,--,--,--,--
2.1,--,--,--,,2.1,--,--,--,--,--,--
2.12,--,--,--,,2.12,--,--,--,--,--,--
2.14,--,--,--,,2.14,--,--,--,--,--,--
2.16,--,--,--,,2.16,--,--,--,--,--,--
2.18,--,--,--,,2.18,--,--,--,--,--,--
2.2,--,--,--,,2.2,--,--,--,--,--,--
2.22,--,--,--,,2.22,--,--,--,--,--,--
2.24,--,--,--,,2.24,--,--,--,--,--,--
2.26,--,--,--,,2.26,--,--,--,--,--,--
2.28,--,--,--,,2.28,--,--,--,--,--,--
2.3,--,--,--,,2.3,--,--,--,--,--,--
2.32,--,--,--,,2.32,--,--,--,--,--,--
2.34,--,--,--,,2.34,--,--,--,--,--,--
2.36,--,--,--,,2.36,--,--,--,--,--,--
2.38,--,--,--,,2.38,--,--,--,--,--,--
2.4,--,--,--,,2.4,--,--,--,--,--,--
2.42,--,--,--,,2.42,--,--,--,--,--,--
2.44,--,--,--,,2.44,--,--,--,--,--,--
2.46,--,--,--,,2.46,--,--,--,--,--,--
2.48,--,--,--,,2.48,--,--,--,--,--,--
2.5,--,--,--,,2.5,--,--,--,--,--,--
2.52,--,--,--,,2.52,--,--,--,--,--,--
2.54,--,--,--,,2.54,--,--,--,--,--,--
2.56,--,--,--,,2.56,--,--,--,--,--,--
2.58,--,--,--,,2.58,--,--,--,--,--,--
2.6,--,--,--,,2.6,--,--,--,--,--,--
2.62,--,--,--,,2.62,--,--,--,--,--,--
2.64,--,--,--,,2.64,--,--,--,--,--,--
2.66,--,--,--,,2.66,--,--,--,--,--,--
2.68,--,--,--,,2.68,--,--,--,--,--,--
2.7,--,--,--,,2.7,--,--,--,--,--,--
2.72,--,--,--,,2.72,--,--,--,--,--,--
2.74,--,--,--,,2.74,--,--,--,--,--,--
2.76,--,--,--,,2.76,--,--,--,--,--,--
2.78,--,--,--,,2.78,--,--,--,--,--,--
2.8,--,--,--,,2.8,--,--,--,--,--,--
2.82,--,--,--,,2.82,--,--,--,--,--,--
2.84,--,--,--,,2.84,--,--,--,--,--,--
2.86,--,--,--,,2.86,--,--,--,--,--,--
2.88,--,--,--,,2.88,--,--,--,--,--,--
2.9,--,--,--,,2.9,--,--,--,--,--,--
2.92,--,--,--,,2.92,--,--,--,--,--,--
2.94,--,--,--,,2.94,--,--,--,--,--,--
2.96,--,--,--,,2.96,--,--,--,--,--,--
2.98,--,--,--,,2.98,--,--,--,--,--,--
3,--,--,--,,3,--,--,--,--,--,--
3.02,--,--,--,,3.02,--,--,--,--,--,--
3.04,--,--,--,,3.04,--,--,--,--,--,--
3.06,--,--,--,,3.06,--,--,--,--,--,--
3.08,--,--,--,,3.08,--,--,--,--,--,--
3.1,--,--,--,,3.1,--,--,--,--,--,--
3.12,--,--,--,,3.12,--,--,--,--,--,--
3.14,--,--,--,,3.14,--,--,--,--,--,--
3.16,--,--,--,,3.16,--,--,--,--,--,--
3.18,--,--,--,,3.18,--,--,--,--,--,--
3.2,--,--,--,,3.2,--,--,--,--,--,--
3.22,--,--,--,,3.22,--,--,--,--,--,--
3.24,--,--,--,,3.24,--,--,--,--,--,--
3.26,--,--,--,,3.26,--,--,--,--,--,--
3.28,--,--,--,,3.28,--,--,--,--,--,--
3.3,--,--,--,,3.3,--,--,--,--,--,--
3.32,--,--,--,,3.32,--,--,--,--,--,--
3.34,--,--,--,,3.34,--,--,--,--,--,--
3.36,--,--,--,,3.36,--,--,--,--,--,--
3.38,--,--,--,,3.38,--,--,--,--,--,--
3.4,--,--,--,,3.4,--,--,--,--,--,--
3.42,--,--,--,,3.42,--,--,--,--,--,--
3.44,--,--,--,,3.44,--,--,--,--,--,--
3.46,--,--,--,,3.46,--,--,--,--,--,--
3.48,--,--,--,,3.48,--,--,--,--,--,--
3.5,--,--,--,,3.5,--,--,--,--,--,--
3.52,--,--,--,,3.52,--,--,--,--,--,--
3.54,--,--,--,,3.54,--,--,--,--,--,--
3.56,--,--,--,,3.56,--,--,--,--,--,--
3.58,--,--,--,,3.58,--,--,--,--,--,--
3.6,--,--,--,,3.6,--,--,--,--,--,--
3.62,--,--,--,,3.62,--,--,--,--,--,--
3.64,--,--,--,,3.64,--,--,--,--,--,--
3.66,--,--,--,,3.66,--,--,--,--,--,--
3.68,--,--,--,,3.68,--,--,--,--,--,--
3.7,--,--,--,,3.7,--,--,--,--,--,--
3.72,--,--,--,,3.72,--,--,--,--,--,--
3.74,--,--,--,,3.74,--,--,--,--,--,--
3.76,--,--,--,,3.76,--,--,--,--,--,--
3.78,--,--,--,,3.78,--,--,--,--,--,--
3.8,--,--,--,,3.8,--,--,--,--,--,--
3.82,--,--,--,,3.82,--,--,--,--,--,--
3.84,--,--,--,,3.84,--,--,--,--,--,--
3.86,--,--,--,,3.86,--,--,--,--,--,--
3.88,--,--,--,,3.88,--,--,--,--,--,--
3.9,--,--,--,,3.9,--,--,--,--,--,--
3.92,--,--,--,,3.92,--,--,--,--,--,--
3.94,--,--,--,,3.94,--,--,--,--,--,--
3.96,--,--,--,,3.96,--,--,--,--,--,--
3.98,--,--,--,,3.98,--,--,--,--,--,--
4,--,--,--,,4,--,--,--,--,--,--
4.02,--,--,--,,4.02,--,--,--,--,--,--
4.04,--,--,--,,4.04,--,--,--,--,--,--
4.06,--,--,--,,4.06,--,--,--,--,--,--
4.08,--,--,--,,4.08,--,--,--,--,--,--
4.1,--,--,--,,4.1,--,--,--,--,--,--
4.12,--,--,--,,4.12,--,--,--,--,--,--
4.14,--,--,--,,4.14,--,--,--,--,--,--
4.16,--,--,--,,4.16,--,--,--,--,--,--
4.18,--,--,--,,4.18,--,--,--,--,--,--
4.2,--,--,--,,4.2,--,--,--,--,--,--
4.22,--,--,--,,4.22,--,--,--,--,--,--
4.24,--,--,--,,4.24,--,--,--,--,--,--
4.26,--,--,--,,4.26,--,--,--,--,--,--
4.28,--,--,--,,4.28,--,--,--,--,--,--
4.3,--,--,--,,4.3,--,--,--,--,--,--
4.32,--,--,--,,4.32,--,--,--,--,--,--
4.34,--,--,--,,4.34,--,--,--,--,--,--
4.36,--,--,--,,4.36,--,--,--,--,--,--
4.38,--,--,--,,4.38,--,--,--,--,--,--
4.4,--,--,--,,4.4,--,--,--,--,--,--
4.42,--,--,--,,4.42,--,--,--,--,--,--
4.44,--,--,--,,4.44,--,--,--,--,--,--
4.46,--,--,--,,4.46,--,--,--,--,--,--
4.48,--,--,--,,4.48,--,--,--,--,--,--
4.5,--,--,--,,4.5,--,--,--,--,--,--
4.52,--,--,--,,4.52,--,--,--,--,--,--
4.54,--,--,--,,4.54,--,--,--,--,--,--
4.56,--,--,--,,4.56,--,--,--,--,--,--
4.58,--,--,--,,4.58,--,--,--,--,--,--
4.6,--,--,--,,4.6,--,--,--,--,--,--
4.62,--,--,--,,4.62,--,--,--,--,--,--
4.64,--,--,--,,4.64,--,--,--,--,--,--
4.66,--,--,--,,4.66,--,--,--,--,--,--
4.68,--,--,--,,4.68,--,--,--,--,--,--
4.7,--,--,--,,4.7,--,--,--,--,--,--
4.72,--,--,--,,4.72,--,--,--,--,--,--
4.74,--,--,--,,4.74,--,--,--,--,--,--
4.76,--,--,--,,4.76,--,--,--,--,--,--
4.78,--,--,--,,4.78,--,--,--,--,--,--
4.8,--,--,--,,4.8,--,--,--,--,--,--
4.82,--,--,--,,4.82,--,--,--,--,--,--
4.84,--,--,--,,4.84,--,--,--,--,--,--
4.86,--,--,--,,4.86,--,--,--,--,--,--
4.88,--,--,--,,4.88,--,--,--,--,--,--
4.9,--,--,--,,4.9,--,--,--,--,--,--
4.92,--,--,--,,4.92,--,--,--,--,--,--
4.94,--,--,--,,4.94,--,--,--,--,--,--
4.96,--,--,--,,4.96,--,--,--,--,--,--
4.98,--,--,--,,4.98,--,--,--,--,--,--
5,--,--,--,,5,--,--,--,--,--,--
5,75.31086104,68.3947288,62.00986168,,5,2.10E-10,2.00E-10,1.68E-10,0.209909477,0.200195416,0.168210652
5.025,73.42167574,66.59297005,60.49596581,,5.025,2.10E-10,1.99E-10,1.67E-10,0.209714206,0.199231809,0.167070464
5.05,71.53600533,64.80855624,59.00259333,,5.05,2.09E-10,1.97E-10,1.65E-10,0.20928843,0.197294643,0.164821501
5.075,69.654484,63.04166648,57.5291788,,5.075,2.09E-10,1.95E-10,1.63E-10,0.208793619,0.195340888,0.162635973
5.1,67.77772019,61.29242025,56.07514583,,5.1,2.08E-10,1.93E-10,1.61E-10,0.208232765,0.193377004,0.160514932
5.125,65.90629423,59.5608804,54.63991002,,5.125,2.08E-10,1.91E-10,1.58E-10,0.207609112,0.1914091,0.158459122
5.15,64.04075618,57.84705644,53.22288162,,5.15,2.07E-10,1.89E-10,1.56E-10,0.20692612,0.189442921,0.156469011
5.175,62.18162407,56.15090783,51.82346781,,5.175,2.06E-10,1.87E-10,1.55E-10,0.20618744,0.187483838,0.154544829
5.2,60.32938226,54.47234735,50.44107471,,5.2,2.05E-10,1.86E-10,1.53E-10,0.205396883,0.185536848,0.152686593
5.225,58.48448018,52.81124456,49.07510913,,5.225,2.05E-10,1.84E-10,1.51E-10,0.204558386,0.183606574,0.150894145
5.25,56.6473313,51.16742903,47.7249801,,5.25,2.04E-10,1.82E-10,1.49E-10,0.203675991,0.181697268,0.149167168
5.275,54.81831235,49.54069373,46.3901001,,5.275,2.03E-10,1.80E-10,1.48E-10,0.202753806,0.179812825,0.147505219
5.3,52.9977628,47.93079818,45.06988615,,5.3,2.02E-10,1.78E-10,1.46E-10,0.201795984,0.17795679,0.145907746
5.325,51.18598463,46.33747151,43.76376068,,5.325,2.01E-10,1.76E-10,1.44E-10,0.200806696,0.176132376,0.144374107
5.35,49.38324227,44.76041541,42.47115222,,5.35,2.00E-10,1.74E-10,1.43E-10,0.199790104,0.174342477,0.142903595
5.375,47.58976277,43.19930693,41.19149597,,5.375,1.99E-10,1.73E-10,1.41E-10,0.198750338,0.172589685,0.141495446
5.4,45.80573619,41.65380108,39.92423419,,5.4,1.98E-10,1.71E-10,1.40E-10,0.197691479,0.170876312,0.140148859
5.425,44.03131614,40.1235333,38.66881651,,5.425,1.97E-10,1.69E-10,1.39E-10,0.196617539,0.169204406,0.138863007
5.45,42.26662049,38.60812176,37.42470006,,5.45,1.96E-10,1.68E-10,1.38E-10,0.195532443,0.16757577,0.137637052
5.475,40.51173217,37.10716945,36.19134958,,5.475,1.94E-10,1.66E-10,1.36E-10,0.194440016,0.165991981,0.136470149
5.5,38.76670019,35.6202661,34.96823738,,5.5,1.93E-10,1.64E-10,1.35E-10,0.193343975,0.164454413,0.135361463
5.525,37.03154063,34.14699001,33.75484324,,5.525,1.92E-10,1.63E-10,1.34E-10,0.192247912,0.16296425,0.134310172
5.55,35.30623777,32.6869096,32.55065427,,5.55,1.91E-10,1.62E-10,1.33E-10,0.191155295,0.161522508,0.133315478
5.575,33.59074531,31.23958487,31.35516464,,5.575,1.90E-10,1.60E-10,1.32E-10,0.190069457,0.160130053,0.13237661
5.6,31.88498754,29.80456865,30.16787529,,5.6,1.89E-10,1.59E-10,1.31E-10,0.188993596,0.158787615,0.131492835
5.625,30.18886059,28.3814078,28.98829361,,5.625,1.88E-10,1.57E-10,1.31E-10,0.18793077,0.157495808,0.130663458
5.65,28.50223368,26.96964411,27.81593303,,5.65,1.87E-10,1.56E-10,1.30E-10,0.186883902,0.156255143,0.129887833
5.675,26.82495036,25.56881522,26.65031262,,5.675,1.86E-10,1.55E-10,1.29E-10,0.185855776,0.155066045,0.12916536
5.7,25.15682971,24.1784553,25.49095655,,5.7,1.85E-10,1.54E-10,1.28E-10,0.184849045,0.153928863,0.128495497
5.725,23.49766755,22.79809568,24.33739366,,5.725,1.84E-10,1.53E-10,1.28E-10,0.183866232,0.15284389,0.127877759
5.75,21.84723754,21.42726529,23.18915689,,5.75,1.83E-10,1.52E-10,1.27E-10,0.182909737,0.151811369,0.127311722
5.775,20.20529228,20.06549103,22.04578267,,5.775,1.82E-10,1.51E-10,1.27E-10,0.181981844,0.150831512,0.126797027
5.8,18.57156435,18.71229808,20.9068104,,5.8,1.81E-10,1.50E-10,1.26E-10,0.181084725,0.149904503,0.126333386
5.825,16.94576724,17.36720998,19.77178172,,5.825,1.80E-10,1.49E-10,1.26E-10,0.180220451,0.149030517,0.125920582
5.85,15.32759624,16.02974878,18.64023993,,5.85,1.79E-10,1.48E-10,1.26E-10,0.179390999,0.148209725,0.12555847
5.875,13.71672925,14.69943493,17.51172925,,5.875,1.79E-10,1.47E-10,1.25E-10,0.178598264,0.147442309,0.125246989
5.9,12.11282748,13.37578721,16.38579412,,5.9,1.78E-10,1.47E-10,1.25E-10,0.177844066,0.146728467,0.124986157
5.925,10.51553607,12.05832253,15.26197843,,5.925,1.77E-10,1.46E-10,1.25E-10,0.177130158,0.146068424,0.124776077
5.95,8.924484636,10.74655559,14.13982473,,5.95,1.76E-10,1.45E-10,1.25E-10,0.176458244,0.145462442,0.124616945
5.975,7.339287676,9.439998578,13.01887341,,5.975,1.76E-10,1.45E-10,1.25E-10,0.175829984,0.144910829,0.124509049
